route_id,date,rate_usd_per_t,data_origin
5,2026-05-17,24.41,synthetic
5,2026-05-18,24.41,synthetic
5,2026-05-19,24.94,synthetic
5,2026-05-20,24.83,synthetic
5,2026-05-21,24.91,synthetic
5,2026-05-22,24.44,synthetic
5,2026-05-23,25.11,synthetic
5,2026-05-24,25.09,synthetic
5,2026-05-25,24.73,synthetic
5,2026-05-26,23.91,synthetic
5,2026-05-27,24.11,synthetic
5,2026-05-28,24.54,synthetic
5,2026-05-29,25.01,synthetic
5,2026-05-30,25.04,synthetic
5,2026-05-31,25.58,synthetic
5,2026-06-01,25.3,synthetic
5,2026-06-02,25.55,synthetic
5,2026-06-03,25.53,synthetic
5,2026-06-04,25.76,synthetic
5,2026-06-05,25.86,synthetic
5,2026-06-06,25.55,synthetic
5,2026-06-07,25.32,synthetic
5,2026-06-08,25.73,synthetic
5,2026-06-09,25.46,synthetic
5,2026-06-10,26.36,synthetic
5,2026-06-11,25.8,synthetic
5,2026-06-12,25.55,synthetic
5,2026-06-13,25.67,synthetic
5,2026-06-14,25.79,synthetic
5,2026-06-15,25.46,synthetic
5,2026-06-16,25.38,synthetic
5,2026-06-17,25.7,synthetic
5,2026-06-18,25.6,synthetic
5,2026-06-19,25.27,synthetic
5,2026-06-20,24.97,synthetic
5,2026-06-21,25.6,synthetic
5,2026-06-22,25.62,synthetic
5,2026-06-23,25.27,synthetic
5,2026-06-24,25.97,synthetic
5,2026-06-25,25.77,synthetic
5,2026-06-26,26.27,synthetic
5,2026-06-27,26.9,synthetic
5,2026-06-28,26.8,synthetic
5,2026-06-29,27.36,synthetic
5,2026-06-30,27.99,synthetic
5,2026-07-01,27.68,synthetic
5,2026-07-02,27.03,synthetic
5,2026-07-03,26.81,synthetic
5,2026-07-04,25.82,synthetic
5,2026-07-05,26.87,synthetic
5,2026-07-06,26.54,synthetic
5,2026-07-07,26.95,synthetic
5,2026-07-08,26.79,synthetic
5,2026-07-09,26.08,synthetic
5,2026-07-10,25.85,synthetic
5,2026-07-11,25.96,synthetic
5,2026-07-12,26.06,synthetic
5,2026-07-13,25.95,synthetic
5,2026-07-14,26.3,synthetic
5,2026-07-15,25.72,synthetic
5,2026-07-16,27.01,synthetic
5,2026-07-17,26.89,synthetic
5,2026-07-18,26.62,synthetic
5,2026-07-19,27.05,synthetic
5,2026-07-20,26.89,synthetic
5,2026-07-21,26.34,synthetic
5,2026-07-22,25.63,synthetic
5,2026-07-23,26.34,synthetic
5,2026-07-24,25.84,synthetic
5,2026-07-25,25.1,synthetic
5,2026-07-26,25.79,synthetic
5,2026-07-27,26.79,synthetic
5,2026-07-28,26.51,synthetic
5,2026-07-29,26.57,synthetic
5,2026-07-30,25.65,synthetic
5,2026-07-31,25.46,synthetic
5,2026-08-01,25.25,synthetic
5,2026-08-02,25.98,synthetic
5,2026-08-03,25.99,synthetic
5,2026-08-04,26.34,synthetic
5,2026-08-05,26.56,synthetic
5,2026-08-06,28.41,synthetic
5,2026-08-07,28.01,synthetic
5,2026-08-08,28.08,synthetic
5,2026-08-09,27.72,synthetic
5,2026-08-10,27.63,synthetic
5,2026-08-11,26.87,synthetic
5,2026-08-12,25.85,synthetic
5,2026-08-13,24.81,synthetic
5,2026-08-14,24.37,synthetic
5,2026-08-15,24.46,synthetic
5,2026-08-16,25.38,synthetic
5,2026-08-17,25.42,synthetic
5,2026-08-18,25.74,synthetic
5,2026-08-19,25.33,synthetic
5,2026-08-20,25.76,synthetic
5,2026-08-21,25.1,synthetic
5,2026-08-22,24.29,synthetic
5,2026-08-23,24.59,synthetic
5,2026-08-24,24.4,synthetic
5,2026-08-25,23.91,synthetic
5,2026-08-26,24.45,synthetic
5,2026-08-27,24.56,synthetic
5,2026-08-28,24.07,synthetic
5,2026-08-29,24.35,synthetic
5,2026-08-30,23.34,synthetic
5,2026-08-31,23.15,synthetic
5,2026-09-01,23.4,synthetic
5,2026-09-02,23.17,synthetic
5,2026-09-03,22.5,synthetic
5,2026-09-04,23.54,synthetic
5,2026-09-05,24.93,synthetic
5,2026-09-06,25.24,synthetic
5,2026-09-07,24.78,synthetic
5,2026-09-08,24.33,synthetic
5,2026-09-09,23.86,synthetic
5,2026-09-10,23.57,synthetic
5,2026-09-11,23.71,synthetic
5,2026-09-12,23.56,synthetic
5,2026-09-13,23.53,synthetic
5,2026-09-14,23.21,synthetic
5,2026-09-15,23.25,synthetic
5,2026-09-16,23.88,synthetic
5,2026-09-17,24.57,synthetic
5,2026-09-18,24.49,synthetic
6,2026-03-23,25.9,synthetic
6,2026-03-24,26.71,synthetic
6,2026-03-25,27.61,synthetic
6,2026-03-26,28.12,synthetic
6,2026-03-27,27.73,synthetic
6,2026-03-28,28.69,synthetic
6,2026-03-29,26.54,synthetic
6,2026-03-30,25.78,synthetic
6,2026-03-31,25.09,synthetic
6,2026-04-01,25.92,synthetic
6,2026-04-02,26.34,synthetic
6,2026-04-03,25.19,synthetic
6,2026-04-04,26.0,synthetic
6,2026-04-05,25.51,synthetic
6,2026-04-06,25.78,synthetic
6,2026-04-07,25.45,synthetic
6,2026-04-08,24.56,synthetic
6,2026-04-09,24.82,synthetic
6,2026-04-10,26.04,synthetic
6,2026-04-11,25.72,synthetic
6,2026-04-12,25.3,synthetic
6,2026-04-13,26.37,synthetic
6,2026-04-14,28.17,synthetic
6,2026-04-15,27.89,synthetic
6,2026-04-16,26.9,synthetic
6,2026-04-17,27.01,synthetic
6,2026-04-18,26.96,synthetic
6,2026-04-19,26.38,synthetic
6,2026-04-20,26.03,synthetic
6,2026-04-21,26.35,synthetic
6,2026-04-22,26.69,synthetic
6,2026-04-23,26.57,synthetic
6,2026-04-24,26.07,synthetic
6,2026-04-25,26.79,synthetic
6,2026-04-26,26.17,synthetic
6,2026-04-27,25.48,synthetic
6,2026-04-28,26.45,synthetic
6,2026-04-29,25.2,synthetic
6,2026-04-30,25.26,synthetic
6,2026-05-01,25.16,synthetic
6,2026-05-02,24.69,synthetic
6,2026-05-03,24.81,synthetic
6,2026-05-04,25.14,synthetic
6,2026-05-05,25.79,synthetic
6,2026-05-06,25.73,synthetic
6,2026-05-07,25.77,synthetic
6,2026-05-08,25.77,synthetic
6,2026-05-09,26.46,synthetic
6,2026-05-10,26.53,synthetic
6,2026-05-11,27.12,synthetic
6,2026-05-12,26.93,synthetic
6,2026-05-13,26.71,synthetic
6,2026-05-14,26.39,synthetic
6,2026-05-15,26.92,synthetic
6,2026-05-16,26.87,synthetic
6,2026-05-17,27.71,synthetic
6,2026-05-18,28.11,synthetic
6,2026-05-19,27.41,synthetic
6,2026-05-20,27.28,synthetic
6,2026-05-21,27.6,synthetic
6,2026-05-22,27.53,synthetic
6,2026-05-23,26.63,synthetic
6,2026-05-24,25.84,synthetic
6,2026-05-25,25.95,synthetic
6,2026-05-26,25.35,synthetic
6,2026-05-27,26.05,synthetic
6,2026-05-28,25.3,synthetic
6,2026-05-29,25.73,synthetic
6,2026-05-30,23.85,synthetic
6,2026-05-31,24.78,synthetic
6,2026-06-01,24.95,synthetic
6,2026-06-02,25.16,synthetic
6,2026-06-03,25.64,synthetic
6,2026-06-04,25.45,synthetic
6,2026-06-05,26.22,synthetic
6,2026-06-06,26.24,synthetic
6,2026-06-07,27.92,synthetic
6,2026-06-08,28.72,synthetic
6,2026-06-09,29.05,synthetic
6,2026-06-10,28.16,synthetic
6,2026-06-11,28.29,synthetic
6,2026-06-12,28.33,synthetic
6,2026-06-13,26.81,synthetic
6,2026-06-14,26.49,synthetic
6,2026-06-15,26.43,synthetic
6,2026-06-16,26.93,synthetic
6,2026-06-17,25.5,synthetic
6,2026-06-18,25.02,synthetic
6,2026-06-19,24.51,synthetic
6,2026-06-20,25.56,synthetic
6,2026-06-21,25.77,synthetic
6,2026-06-22,25.98,synthetic
6,2026-06-23,26.27,synthetic
6,2026-06-24,26.38,synthetic
6,2026-06-25,25.98,synthetic
6,2026-06-26,26.22,synthetic
6,2026-06-27,26.15,synthetic
6,2026-06-28,26.79,synthetic
6,2026-06-29,26.87,synthetic
6,2026-06-30,26.84,synthetic
6,2026-07-01,26.26,synthetic
6,2026-07-02,26.34,synthetic
6,2026-07-03,26.15,synthetic
6,2026-07-04,26.11,synthetic
6,2026-07-05,26.29,synthetic
6,2026-07-06,25.25,synthetic
6,2026-07-07,25.0,synthetic
6,2026-07-08,25.09,synthetic
6,2026-07-09,26.23,synthetic
6,2026-07-10,26.75,synthetic
6,2026-07-11,26.43,synthetic
6,2026-07-12,25.45,synthetic
6,2026-07-13,24.81,synthetic
6,2026-07-14,25.51,synthetic
6,2026-07-15,25.53,synthetic
6,2026-07-16,25.12,synthetic
6,2026-07-17,24.47,synthetic
6,2026-07-18,24.21,synthetic
6,2026-07-19,24.62,synthetic
6,2026-07-20,25.44,synthetic
6,2026-07-21,25.1,synthetic
6,2026-07-22,25.53,synthetic
6,2026-07-23,26.63,synthetic
6,2026-07-24,27.11,synthetic
6,2026-07-25,27.54,synthetic
6,2026-07-26,28.37,synthetic
6,2026-07-27,28.53,synthetic
6,2026-07-28,28.38,synthetic
6,2026-07-29,28.04,synthetic
6,2026-07-30,28.03,synthetic
6,2026-07-31,27.89,synthetic
6,2026-08-01,28.09,synthetic
6,2026-08-02,27.71,synthetic
6,2026-08-03,26.64,synthetic
6,2026-08-04,26.62,synthetic
6,2026-08-05,25.63,synthetic
6,2026-08-06,26.06,synthetic
6,2026-08-07,25.71,synthetic
6,2026-08-08,24.62,synthetic
6,2026-08-09,24.04,synthetic
6,2026-08-10,24.43,synthetic
6,2026-08-11,24.56,synthetic
6,2026-08-12,25.05,synthetic
6,2026-08-13,25.53,synthetic
6,2026-08-14,25.41,synthetic
6,2026-08-15,24.93,synthetic
6,2026-08-16,24.93,synthetic
6,2026-08-17,25.03,synthetic
6,2026-08-18,25.43,synthetic
6,2026-08-19,25.99,synthetic
6,2026-08-20,25.65,synthetic
6,2026-08-21,24.93,synthetic
6,2026-08-22,26.33,synthetic
6,2026-08-23,26.16,synthetic
6,2026-08-24,25.27,synthetic
6,2026-08-25,25.62,synthetic
6,2026-08-26,26.37,synthetic
6,2026-08-27,24.35,synthetic
6,2026-08-28,24.91,synthetic
6,2026-08-29,24.91,synthetic
6,2026-08-30,25.76,synthetic
6,2026-08-31,26.63,synthetic
6,2026-09-01,26.5,synthetic
6,2026-09-02,27.21,synthetic
6,2026-09-03,27.37,synthetic
6,2026-09-04,26.56,synthetic
6,2026-09-05,26.81,synthetic
6,2026-09-06,27.56,synthetic
6,2026-09-07,27.35,synthetic
6,2026-09-08,27.09,synthetic
6,2026-09-09,27.01,synthetic
6,2026-09-10,27.13,synthetic
6,2026-09-11,27.32,synthetic
6,2026-09-12,27.15,synthetic
6,2026-09-13,27.3,synthetic
6,2026-09-14,27.19,synthetic
6,2026-09-15,27.5,synthetic
6,2026-09-16,27.71,synthetic
6,2026-09-17,26.73,synthetic
6,2026-09-18,26.33,synthetic
